stations,NOME,BACIA,ALTITUDE (M),COORD_X,COORD_Y,LATITUDE,LONGITUDE,ENTIDADE,DISTRITO,CONCELHO,FREGUESIA,RIO,ÁREA DRENADA (KM2),DISTÂNCIA FOZ (KM),ENTRADA FUNCIONAMENTO,DATA FECHO,OBJECTIVO,ESTADO
05E.06S,AVE - SÃO SEBASTIÃO (S),AVE,-,-,-,41.34895,-8.74248,INAG/IPIMAR,PORTO,VILA DO CONDE,-,RIO AVE,-,-,17/06/2009,-,EEMA,ATIVA
02Q.05,AVELEDA,DOURO,-,-,-,41.890565,-6.696894,ARH-NORTE,BRAGANÇA,BRAGANÇA,UNIÃO DAS FREGUESIAS DE AVELEDA E RIO DE ONOR,,-,-,-,-,-,-
12N.02,AVIAL,TEJO,-,-,-,40.226472,-7.182157,ARH-TEJO,CASTELO BRANCO,PENAMACOR,MEIMOA,,-,-,-,-,-,-
05E.51F,AV_TW_2 - Vila do Conde (F),,-,-,-,41.336141,-8.750596,-,-,-,-,,-,-,01/01/2019,-,DQA,ATIVA
05E.51S,AV_TW_2 - Vila do Conde (S),AVE,-,-,-,41.336141,-8.750596,-,-,-,-,,-,-,01/01/2019,-,-,ATIVA
28L.11,AZEITES,GUADIANA,-,-,-,37.55667,-7.610497,ARH-ALENTEJO,BEJA,MÉRTOLA,ESPÍRITO SANTO,,-,-,-,-,-,-
08K.01,AZENHA,DOURO,752,236819,431228,40.851322,-7.691507,ARH-NORTE,VISEU,SÁTÃO,FERREIRA DE AVES,RIO PAIVA,80.26,143.55,31/01/1994,-,CAPTAÇÃO-75-440 / PISC-SALM,ATIVA
24M.04,AZENHA CERIEIROS (ALB. ALQUEVA),GUADIANA,121,262435,151184,38.32561,-7.4191,CCDR-ALENTEJO,ÉVORA,REGUENGOS DE MONSARAZ,CAMPINHO,RIO GUADIANA,52530.73,178.97,13/10/1981,26/06/2002,Fluxo,EXTINTA
12E.01,AZENHA NOVA,MONDEGO,6,150105,361789,40.22325,-8.71931,ARH-CENTRO,COIMBRA,FIGUEIRA DA FOZ,FERREIRA-A-NOVA,RIO FOJA,50.18,26.1,19/02/2001,-,FLUXO / DQA_QUIM_VIG,ATIVA
26K.02,AZENHA QUILOS,GUADIANA,47,240497,109848,37.95448,-7.67231,CCDR-ALENTEJO,BEJA,BEJA,QUINTOS,RIO GUADIANA,60199.81,113.96,18/10/1994,13/09/1995,Fluxo,EXTINTA
23M.17,AZEVÉL - CONFLUÊNCIA - CCHA,GUADIANA,-,69288,-135912,38.4413208,-7.3394689,EDIA,ÉVORA,ALANDROAL,CAPELINS (SANTO ANTÓNIO),,-,-,22/11/2011,-,EDIA,ATIVA
29H.50,AZILHEIRA,RIBEIRAS DO ALGARVE,-,189039,46839,37.38762,-8.25686,ARH-ALGARVE,FARO,SILVES,SÃO MARCOS DA SERRA,RIBEIRA DE ODELOUCA,-,-,27/04/2009,-,DQA_ECOL_VIG,ATIVA
17K.02,AZINHAGA DO MIGUEL BOI,TEJO,-,-,-,39.385804,-7.763497,ARH-TEJO,PORTALEGRE,GAVIÃO,COMENDA,,-,-,-,-,-,-
14N.04,AZINHAL VELHO,TEJO,-,-,-,39.966604,-7.168564,ARH-TEJO,CASTELO BRANCO,IDANHA-A-NOVA,UNIÃO DAS FREGUESIAS DE IDANHA-A-NOVA E ALCAFOZES,,-,-,-,-,-,-
21A.08,AZÓIA - RIO TOURO,RIBEIRAS DO OESTE,-,84521.9,201434.7,38.4622,-9.2742,ARH-TEJO,LISBOA,SINTRA,COLARES,,-,-,03/01/2012,-,CAPTAÇÃO-75-440,ATIVA
17H.03,AÇ. ABRANTES - JUSANTE,TEJO,-,193729.18,275916.99,39.451323,-8.205957,ARH-TEJO,SANTARÉM,ABRANTES,ABRANTES (SÃO VICENTE),RIO TEJO,-,-,01/02/2017,-,AVALIAÇÃO ESPECÍFICA,ATIVA
24L.01,AÇ. AMIEIRA (ALB. ALQUEVA),GUADIANA,148,250693,148270,38.30009,-7.55357,DGA,ÉVORA,REGUENGOS DE MONSARAZ,CAMPO,RIO DEGEBE,1477.15,175.58,20/10/1981,16/09/1987,DGA,EXTINTA
13O.02,AÇ. BASÁGUEDA,TEJO,392,289473,352938,40.14027,-7.08321,ARH-TEJO,CASTELO BRANCO,PENAMACOR,PENAMACOR,RIO BESAGUEDA,87.56,376.58,12/02/2001,-,CAPTAÇÃO-75-440 / EXTRACÇÃO / LE(CAPTAÇÃO) / FLUXO-LE(PISC-CIP) / DQA_QUIM_VIG / CADC / DQA_ECOL_VIG,ATIVA
25P.01,AÇ. BUFO,GUADIANA,183,299822,132265,38.15182,-6.99427,ARH-ALENTEJO,BEJA,BARRANCOS,BARRANCOS,RIBEIRA DA MÚRTEGA,801.61,224.9,09/01/1996,-,CAPTAÇÃO-75-440 / LE(CAPTAÇÃO) / NITRATOS,ATIVA
25P.01C,AÇ. BUFO (C),GUADIANA,-,299680,132435.1,38.1518,-6.99474,ARH-ALENTEJO,BEJA,BARRANCOS,BARRANCOS,RIBEIRA DA MÚRTEGA,-,-,24/08/2009,-,DQA_ECOL_VIG,ATIVA
12G.09C,AÇ. COIMBRA (C),MONDEGO,-,175230,357852,40.212995,-8.438111,ARH-CENTRO,COIMBRA,COIMBRA,SANTA CLARA,RIO MONDEGO,-,-,01/01/2014,-,DQA_QUIM_VIG,ATIVA
12G.09F,AÇ. COIMBRA (F),MONDEGO,-,175230,357852,40.18891,-8.42398,ARH-CENTRO,COIMBRA,COIMBRA,SANTA CLARA,RIO MONDEGO,-,-,01/01/2014,-,DQA_QUIM_VIG,ATIVA
12G.09S,AÇ. COIMBRA (S),,-,-,-,40.212995,-8.438111,ARH-CENTRO,COIMBRA,COIMBRA,UNIÃO DAS FREGUESIAS DE SANTA CLARA E CASTELO VIEGAS,,-,-,-,-,-,-
12G.09,AÇ. COIMBRA - BOAVISTA,MONDEGO,25,175230,357852,40.18891,-8.42398,ARH-CENTRO,COIMBRA,COIMBRA,SANTA CLARA,RIO MONDEGO,4905.82,50.66,19/02/2001,01/01/2016,CAPTAÇÃO-75-440 / EXTRACÇÃO / DQA_QUIM_VIG,DESATIVADA
09K.01,AÇ. MAEIRA,VOUGA/RIBEIRAS COSTEIRAS,495,228602,422737,40.7731,-7.79432,ARH-CENTRO,VISEU,VISEU,COTA,RIO VOUGA,160.19,119.44,24/01/2001,-,CAPTAÇÃO-75-440 / PISC-SALM / DQA_QUIM_VIG,ATIVA
04S.01,AÇ. NEGRO,DOURO,705,347900,519645,41.632331,-6.356822,CCDR-NORTE,BRAGANÇA,MIRANDA DO DOURO,SÃO MARTINHO DE ANGUEIRA,RIBEIRA DE ANGUEIRA,95.42,305.1,25/03/1996,26/10/1999,CAPTAÇÃO / EXTRACÇÃO,EXTINTA
12M.06,AÇ. PONTE CAPINHA / RIB. MEIMÔA,TEJO,-,265655.44,358205.04,40.189978,-7.361926,ARH-TEJO,CASTELO BRANCO,FUNDÃO,CAPINHA,RIBEIRA DA MEIMOA,-,-,11/01/2012,-,CAPTAÇÃO-75-440,ATIVA
17E.03,AÇ. PONTE PEDRA,TEJO,50,151862,275393,39.44528,-8.69232,CCDR-LVT,SANTARÉM,ALCANENA,MONSANTO,RIO ALVIELA,135.2,144.77,26/01/1993,20/09/2000,Fluxo,EXTINTA
16I.03,AÇ. RIBEIRO SERRA,TEJO,-,206247,287173,39.55271,-8.06042,ARH-TEJO,SANTARÉM,MAÇÃO,PENHASCOSO,RIBEIRA DO RIO FRIO,-,-,05/05/2009,-,CAPTAÇÃO,ATIVA
09H.05,AÇ. RIO ALFUSQUEIRO - CAPT. 62,VOUGA/RIBEIRAS COSTEIRAS,379,192819,413077,40.69798,-8.192377,ARH-CENTRO,VISEU,VOUZELA,CAMPIA,RIO ALFUSQUEIRO,47.63,76.78,11/02/2002,-,CAPTAÇÃO-75-440 / EXTRACÇÃO / DQA_QUIM_VIG,ATIVA
24E.55,AÇ. VALE COELHEIROS,SADO,-,151555,147739,38.2938639,-8.6856579,ARH-ALENTEJO,SETÚBAL,ALCÁCER DO SAL,COMPORTA,,-,-,28/10/2015,-,DQA_ECOL_VIG,ATIVA
22F.54,AÇ. VALE DAS BICAS,SADO,-,158009,180232,38.5868876,-8.61383,ARH-ALENTEJO,ÉVORA,VENDAS NOVAS,LANDEIRA,,-,-,02/11/2015,-,DQA_ECOL_VIG,ATIVA
20G.52C,AÇ. VALE POÇOS / MONTE BARCA (C),TEJO,-,-,-,38.907583,-8.476987,ARH-TEJO,SANTARÉM,CORUCHE,CORUCHE,RIBEIRA DO VALE DE POCOS,-,-,13/08/2015,-,DQA,ATIVA
03M.03,AÇ. VILA VERDE RAIA,DOURO,356,258525,537625,41.805661,-7.427382,ARH-NORTE,VILA REAL,CHAVES,OUTEIRO SECO,RIO TÂMEGA,816.6,188.87,12/10/1993,-,CAPTAÇÃO-75-440 / EXTRACÇÃO / LE(CAPTAÇÃO) / NITRATOS / CADC,ATIVA
09G.11,AÇUDE DA GRELA - CCHE,,-,-,-,40.701639,-8.36525,EDP,-,-,-,,-,-,-,-,-,-
02P.50,BACEIRO (PARÂMIO),DOURO,778,306220,547929,41.8937,-6.8532,UTAD,-,-,-,RIO BACEIRO,-,-,28/05/2010,-,DQA_ECOL_VIG,ATIVA
20L.51,BACOREIRA (Pré - Barragem Veiros),TEJO,-,54415.09,-80437.8,38.94204523,-7.505464472,ARH-TEJO,-,-,-,RIBEIRA DA ANA LOURA,-,-,18/02/2011,-,DQA_ECOL_OPER,ATIVA
25E.02,BADOCA,RIBEIRAS DO ALENTEJO,-,143624,122845,38.07072,-8.77556,ARH-ALENTEJO,SETÚBAL,SANTIAGO DO CACÉM,SANTO ANDRÉ,RIBEIRA DA PONTE OU DO MONTE BARRANCO,-,-,31/03/2009,-,DQA_ECOL_OPER,ATIVA
05R.06,BAIXO SABOR_Est. 1 - CCHE,,-,-,-,41.491651,-6.660076,EDP,BRAGANÇA,MACEDO DE CAVALEIROS,TALHAS,,-,-,-,-,-,-
05Q.05,BAIXO SABOR_Est. 2 - CCHE,,-,-,-,41.455692,-6.670665,EDP,BRAGANÇA,MOGADOURO,SÃO MARTINHO DO PESO,,-,-,-,-,-,-
05Q.04,BAIXO SABOR_Est. 3 - CCHE,,-,-,-,41.432183,-6.709996,EDP,BRAGANÇA,MOGADOURO,AZINHOSO,,-,-,-,-,-,-
05F.01,BALAZAR,AVE,46,159146,493254,41.40755,-8.622076,CCDR-NORTE,PORTO,PÓVOA DE VARZIM,BALAZAR,RIO ESTE,164.28,17.32,18/11/1996,06/01/2000,CAPTAÇÃO / EXTRACÇÃO,EXTINTA
02H.54,BALEIRAL - CCHE,LIMA,-,-,-,41.953569,-8.231929,EDP,VIANA DO CASTELO,ARCOS DE VALDEVEZ,GAVIEIRA,RIO DA PENEDA,-,-,01/01/2011,-,TURH,ATIVA
26J.03,BALEIZÃO QUINTOS - BALQUI2 - CCHA,GUADIANA,-,-,-,37.953611,-7.838889,EDIA,BEJA,BEJA,SANTA CLARA DE LOUREDO,,-,-,-,-,-,-
04F.10,BALUGÃES,NEIVA,-,-,-,41.635276,-8.636442,ARH-NORTE,BRAGA,BARCELOS,BALUGÃES,,-,-,-,-,-,-
06K.16,BANDUGE,DOURO,-,-,-,41.21815,-7.77211,ARH-NORTE,VILA REAL,SANTA MARTA DE PENAGUIÃO,SEVER,,-,-,-,-,-,-
14L.54,BARBAÍDO,TEJO,-,244200,329061,39.929649,-7.615768,ARH-TEJO,CASTELO BRANCO,CASTELO BRANCO,-,RIO OCREZA,-,-,27/07/2010,-,DQA_ECOL_OPER,ATIVA
16J.01,BARCA AMIEIRA (ALB. BELVER),TEJO,48,225562,283733,39.52137,-7.83583,ARH-TEJO,PORTALEGRE,NISA,AMIEIRA DO TEJO,RIO TEJO,61210.91,207.37,15/10/1985,-,FLUXO / DQA_QUIM_VIG / DQA_ECOL_OPER,ATIVA
07P.04,BARCA D'ALVA,DOURO,135,301866,452506,41.028556,-6.942108,ARH-NORTE,BRAGANÇA,FREIXO DE ESPADA À CINTA,POIARES,RIO DOURO,75683.96,217.03,16/01/2001,-,FLUXO-TFRONT-LE(PISC-CIP; CAPTAÇÃO) / DQA_QUIM_VIG / CADC,ATIVA
05G.50,BARCO,AVE,120,183141,502669,41.4932,-8.335,UTAD,BRAGA,GUIMARÃES,BARCO,RIO DE AGRELA,-,-,23/06/2010,-,DQA_ECOL_VIG,ATIVA
04K.50,BARIGELAS,DOURO,470,228351,516593,41.6182,-7.793,UTAD,VILA REAL,BOTICAS,COVAS DO BARROSO,RIO COVAS,-,-,05/05/2010,-,DQA_ECOL_OPER,ATIVA
17G.06,BARQUINHA,,-,-,-,39.455238,-8.433632,ARH-TEJO,SANTARÉM,CHAMUSCA,CARREGUEIRA,RIO TEJO,-,-,23/04/2019,-,DQA,ATIVA
03G.10,BARRAGEM DO TOUVEDO - CCHE,LIMA,-,-,-,41.812323,-8.356284,EDP,VIANA DO CASTELO,PONTE DA BARCA,TOUVEDO (SALVADOR),RIO LIMA,-,-,01/01/2009,-,TURH,ATIVA
13H.10,BARRAGEM LOUÇAINHA II - CAPT. 41,MONDEGO,-,-13668.76,40179.95,40.029881,-8.29631,ARH-CENTRO,COIMBRA,MIRANDA DO CORVO,VILA NOVA,RIBEIRA DA AZENHA OU RIO CABRAS OU SIMONTE,-,-,28/04/2014,-,CAPTAÇÃO,ATIVA
25K.53,BARRANCO DA CABRITA - PED2 - CCHA,GUADIANA,-,236523,130220,38.13851,-7.7166,ARH-ALENTEJO / EDIA,BEJA,VIDIGUEIRA,SELMES,,-,-,01/01/2016,-,DQA_ECOL_OPER,ATIVA
25I.57,BARRANCO DA CASA BRANCA,SADO,-,201837,131831,38.15186,-8.11095,ARH-ALENTEJO,BEJA,FERREIRA DO ALENTEJO,ODIVELAS,,-,-,01/01/2016,-,DQA_ECOL_OPER,ATIVA
24J.04,BARRANCO DA CASA BRANCA II,SADO,-,-,-,38.167519,-7.990009,ARH-ALENTEJO,BEJA,CUBA,FARO DO ALENTEJO,,-,-,-,-,-,-
25H.51,BARRANCO DA CHAMINÉ,SADO,-,193602,116884,38.016735,-8.20605,ARH-ALENTEJO,BEJA,FERREIRA DO ALENTEJO,FERREIRA DO ALENTEJO,,-,-,01/01/2016,-,DQA_ECOL_OPER,ATIVA
26L.57,BARRANCO DA FOZ DO GUADIANA - SPEBAL2 - CCHA,GUADIANA,-,241730,113892,37.99073,-7.65799,ARH-ALENTEJO / EDIA,BEJA,BEJA,QUINTOS,,-,-,01/01/2016,-,DQA_ECOL_OPER,ATIVA
26K.54,BARRANCO DA GRAVIA - BALQUI1 - CCHA,GUADIANA,-,237501,107555,37.9323851,-7.7053569,ARH-ALENTEJO / EDIA,BEJA,BEJA,QUINTOS,BARRANCO DO GRAVIO,-,-,01/01/2016,-,DQA_ECOL_VIG,ATIVA
25G.53,BARRANCO DA PALHOTA,SADO,-,172197,120622,38.05045,-8.44865,ARH-ALENTEJO,SETÚBAL,GRÂNDOLA,AZINHEIRA DOS BARROS E SÃO MAMEDE DO SÁDÃO,,-,-,01/01/2016,-,DQA_ECOL_OPER,ATIVA
26L.56,BARRANCO DA RETORTA,GUADIANA,-,-,-,37.9721,-7.60206,ARH-ALENTEJO,BEJA,SERPA,SERPA (SANTA MARIA),BARRANCO DA RETORTA,-,-,01/03/2013,-,DQA_ECOL_OPER,ATIVA
28E.53,BARRANCO DA ZAMBUJEIRA - SADO,RIBEIRAS DO ALENTEJO,-,142363,62212,37.52284,-8.78389,ARH-ALENTEJO,BEJA,ODEMIRA,ZAMBUJEIRA DO MAR,,-,-,01/01/2016,-,DQA_ECOL_VIG,ATIVA
25L.54,BARRANCO DA ZAMBUJEIRA / GUA - BRI2 - CCHA,GUADIANA,-,244782,122880,38.07201,-7.62207,ARH-ALENTEJO / EDIA,BEJA,SERPA,BRINCHES,,-,-,01/01/2016,-,DQA_ECOL_OPER,ATIVA
27H.56,BARRANCO DAS ALMOLEIAS,SADO,-,191126,85497,37.73439,-8.23257,ARH-ALENTEJO,BEJA,CASTRO VERDE,CASÉVEL,,-,-,01/01/2016,-,DQA_ECOL_OPER,ATIVA
25O.54,BARRANCO DAS CABANAS II,GUADIANA,-,297680,132536,38.15225,-7.02017,ARH-ALENTEJO,BEJA,BARRANCOS,BARRANCOS,,-,-,01/01/2016,-,DQA_ECOL_VIG,ATIVA
24I.55,BARRANCO DAS FAIAS,SADO,-,199206,137429,38.203681,-8.142217,ARH-ALENTEJO,BEJA,FERREIRA DO ALENTEJO,ODIVELAS,BARRANCO DAS FAIAS,-,-,01/01/2016,-,DQA_ECOL_VIG,ATIVA
26J.51,BARRANCO DAS VENDAS - JUSANTE GROUS,GUADIANA,-,217488,99880,37.86497,-7.93375,ARH-ALENTEJO,BEJA,BEJA,ALBERNOA,BARRANCO DAS VENDAS,-,-,01/02/2015,-,DQA_ECOL_OPER,ATIVA
25L.55,BARRANCO DAS VÁRZEAS - BRI3 - CCHA,GUADIANA,-,244804,118664,38.03361,-7.6232,ARH-ALENTEJO / EDIA,BEJA,SERPA,BRINCHES,,-,-,01/01/2016,-,DQA_ECOL_OPER,ATIVA
27K.50,BARRANCO DE BICHO AIVADO,GUADIANA,-,234176,91643,37.789164,-7.7439279,ARH-ALENTEJO,BEJA,BEJA,-,,-,-,16/01/2017,-,DQA_ECOL_VIG,ATIVA
27N.50,BARRANCO DE DONA MARIA,GUADIANA,-,270433,96178,37.82954,-7.33293,ARH-ALENTEJO,BEJA,SERPA,ALDEIA NOVA DE SÃO BENTO,,-,-,01/01/2016,-,DQA_ECOL_OPER,ATIVA
26N.52,BARRANCO DE JOÃO DIAS,GUADIANA,-,273305,99025,37.85525,-7.30003,ARH-ALENTEJO,BEJA,SERPA,VILA VERDE DE FICALHO,,-,-,01/01/2016,-,DQA_ECOL_OPER,ATIVA
27F.58,BARRANCO DE JOÃO PAIS,SADO,-,166023,92395,37.79595,-8.51766,ARH-ALENTEJO,BEJA,ODEMIRA,BICOS,,-,-,01/01/2016,-,DQA_ECOL_VIG,ATIVA
26L.58,BARRANCO DE SANTA IRIA,GUADIANA,-,249813,102190,37.88494,-7.56619,ARH-ALENTEJO,BEJA,SERPA,SERPA (SALVADOR),,-,-,01/01/2016,-,DQA_ECOL_VIG,ATIVA
27L.02,BARRANCO DE VALE COVO,GUADIANA,-,-,-,37.739833,-7.6113167,ARH-ALENTEJO,BEJA,MÉRTOLA,MÉRTOLA,,-,-,-,-,-,-
24L.55,BARRANCO DO AGUIAR,GUADIANA,-,249147,135003,38.18054,-7.57195,ARH-ALENTEJO,BEJA,VIDIGUEIRA,PEDRÓGÃO,,-,-,01/01/2016,-,DQA_ECOL_VIG,ATIVA
26K.53,BARRANCO DO AMENDOEIRO,GUADIANA,-,231731,105992,37.91627,-7.76921,ARH-ALENTEJO,BEJA,BEJA,CABEÇA GORDA,,-,-,01/01/2016,-,DQA_ECOL_OPER,ATIVA
29E.55,BARRANCO DO CARVALHAL,RIBEIRAS DO ALENTEJO,-,141834,59615,37.49941,-8.78967,ARH-ALENTEJO,BEJA,ODEMIRA,SÃO TEOTÓNIO,,-,-,01/01/2016,-,DQA_ECOL_VIG,ATIVA
27F.59,BARRANCO DO CORUJO DA VÁRZEA,SADO,-,161252,94329,37.81318,-8.57193,ARH-ALENTEJO,BEJA,ODEMIRA,COLOS,,-,-,01/01/2016,-,DQA_ECOL_VIG,ATIVA
25N.56,BARRANCO DO ESCARAVELHO,GUADIANA,-,278892,131755,38.15164,-7.23282,ARH-ALENTEJO,BEJA,MOURA,AMARELEJA,,-,-,01/01/2016,-,DQA_ECOL_OPER,ATIVA
26M.55,BARRANCO DO FRANCO,GUADIANA,-,256250,111842,37.9715904,-7.4929306,ARH-ALENTEJO,BEJA,SERPA,SERPA (SANTA MARIA),,-,-,01/01/2016,-,DQA_ECOL_OPER,ATIVA
26E.52,BARRANCO DO FREIXINHO,SADO,-,152892,97442,37.84083,-8.66706,ARH-ALENTEJO,SETÚBAL,SANTIAGO DO CACÉM,CERCAL,,-,-,01/01/2016,-,DQA_ECOL_OPER,ATIVA
26M.52,BARRANCO DO JOÃO BILHEIRO,GUADIANA,-,256987,102644,37.88838,-7.48472,ARH-ALENTEJO,BEJA,SERPA,SERPA (SALVADOR),BARRANCO DE JOAO BILHEIRO,-,-,01/02/2015,-,DQA_ECOL_OPER,ATIVA
27I.52,BARRANCO DO MONTE DAS OLIVEIRAS,GUADIANA,-,206820,78264,37.67078,-8.05563,ARH-ALENTEJO,BEJA,CASTRO VERDE,CASTRO VERDE,,-,-,01/01/2016,-,DQA_ECOL_OPER,ATIVA
24I.54,BARRANCO DO MONTE DOS COELHOS,SADO,-,211289,138767,38.21427,-8.00301,ARH-ALENTEJO,BEJA,ALVITO,ALVITO,,-,-,01/01/2016,-,DQA_ECOL_OPER,ATIVA
26J.53,BARRANCO DO MONTE FAVA,GUADIANA,-,222007,99077,37.85808,-7.88299,ARH-ALENTEJO,BEJA,BEJA,TRINDADE,,-,-,01/01/2016,-,DQA_ECOL_OPER,ATIVA
26F.57,BARRANCO DO MONTE NOVO DE BESTEIROS,SADO,-,161149,97613,37.84276,-8.57327,ARH-ALENTEJO,SETÚBAL,SANTIAGO DO CACÉM,VALE DE ÁGUA,,-,-,01/01/2016,-,DQA_ECOL_VIG,ATIVA
27L.54,BARRANCO DO PEGO ESCURO,GUADIANA,-,245260,83534,37.7172,-7.61973,ARH-ALENTEJO,BEJA,MÉRTOLA,MÉRTOLA,,-,-,28/03/2017,-,DQA_ECOL_VIG,ATIVA
27M.53,BARRANCO DO PELINGROSO,GUADIANA,-,267643,95388,37.82269,-7.36474,ARH-ALENTEJO,BEJA,SERPA,ALDEIA NOVA DE SÃO BENTO,,-,-,01/01/2016,-,DQA_ECOL_VIG,ATIVA
27E.52,BARRANCO DO QUEIMADO,RIBEIRAS DO ALENTEJO,-,142070,95210,37.8201,-8.78982,ARH-ALENTEJO,SETÚBAL,SINES,PORTO COVO,,-,-,01/01/2016,-,DQA_ECOL_VIG,ATIVA
27F.56,BARRANCO DO VALE COELHO,SADO,-,153357,95589,37.82416,-8.66166,ARH-ALENTEJO,SETÚBAL,SANTIAGO DO CACÉM,CERCAL,,-,-,01/01/2016,-,DQA_ECOL_OPER,ATIVA
27G.56,BARRANCO DO VALE DE FOMEIRAS,SADO,-,181631,90004,37.77485,-8.3404,ARH-ALENTEJO,BEJA,OURIQUE,PANÓIAS,,-,-,01/01/2016,-,DQA_ECOL_VIG,ATIVA
26H.55,BARRANCO DO VALE DE FORNOS,SADO,-,185677,110552,37.96005,-8.29488,ARH-ALENTEJO,BEJA,ALJUSTREL,SÃO JOÃO DE NEGRILHOS,,-,-,01/01/2016,-,DQA_ECOL_OPER,ATIVA
25L.53,BARRANCO DO VALE DO CARVÃO - CALMOU2 - CCHA,GUADIANA,-,255161,130976,38.14359,-7.5033,ARH-ALENTEJO / EDIA,BEJA,MOURA,MOURA (SÃO JOÃO BAPTISTA),,-,-,01/01/2016,-,DQA_ECOL_OPER,ATIVA
25N.55,BARRANCO DO VALTAMUJO,GUADIANA,-,275799,132413,38.15628,-7.26841,ARH-ALENTEJO,BEJA,MOURA,AMARELEJA,,-,-,01/01/2016,-,DQA_ECOL_OPER,ATIVA
27M.51,BARRANCO DOS ALCAIDES,GUADIANA,-,259084,85516,37.73439,-7.46303,ARH-ALENTEJO,BEJA,MÉRTOLA,CORTE DO PINTO,,-,-,01/01/2016,-,DQA_ECOL_VIG,ATIVA
27M.52,BARRANCO DOS ALCAIDES II,GUADIANA,-,259373,85012,37.72993,-7.45974,ARH-ALENTEJO,BEJA,MÉRTOLA,CORTE DO PINTO,,-,-,01/01/2016,-,DQA_ECOL_VIG,ATIVA
25N.54,BARRANCO DOS CARPINTEIROS,GUADIANA,-,270549,126373,38.10147,-7.32866,ARH-ALENTEJO,BEJA,MOURA,MOURA (SANTO AGOSTINHO),,-,-,01/01/2016,-,DQA_ECOL_OPER,ATIVA
28E.52,BARRANCO DOS PORTOS RUIVOS,RIBEIRAS DO ALENTEJO,-,141469,76891,37.65503,-8.79517,ARH-ALENTEJO,BEJA,ODEMIRA,LONGUEIRA/ALMOGRAVE,,-,-,01/01/2016,-,DQA_ECOL_VIG,ATIVA
26K.52,BARRANCO DOS QUINTOS,GUADIANA,-,238136,110880,37.96388,-7.69923,ARH-ALENTEJO,BEJA,BEJA,QUINTOS,,-,-,01/01/2016,-,DQA_ECOL_OPER,ATIVA
27F.57,BARRANCO DOS VALES,SADO,-,164709,94779,37.81737,-8.5327,ARH-ALENTEJO,BEJA,ODEMIRA,BICOS,,-,-,01/01/2016,-,DQA_ECOL_VIG,ATIVA
12J.06,BARRIL DE ALVA - CCHE,MONDEGO,-,-,-,40.28533,-7.96058,EDP,COIMBRA,ARGANIL,BARRIL DE ALVA,RIO ALVA OU RIBEIRA DA FERVENÇA,-,-,01/01/2011,-,TURH,ATIVA
08F.03,BARRINHA ESMORIZ - A,VOUGA/RIBEIRAS COSTEIRAS,-,156949,443744,40.96162,-8.64452,ARH-NORTE,AVEIRO,OVAR,ESMORIZ,BARRINHA DE ESMORIZ,-,-,25/01/2011,-,-,ATIVA
08F.04,BARRINHA ESMORIZ - B,VOUGA/RIBEIRAS COSTEIRAS,-,-,-,40.96611,-8.65056,INAG/IPIMAR,AVEIRO,-,-,BARRINHA DE ESMORIZ,-,-,03/04/2009,-,EEMA,ATIVA
08F.05,BARRINHA ESMORIZ - C,VOUGA/RIBEIRAS COSTEIRAS,-,-,-,40.96583,-8.64889,INAG/IPIMAR,AVEIRO,-,-,BARRINHA DE ESMORIZ,-,-,03/04/2009,-,EEMA,ATIVA
08F.06,BARRINHA ESMORIZ - D,VOUGA/RIBEIRAS COSTEIRAS,-,-,-,40.96611,-8.64583,INAG/IPIMAR,AVEIRO,-,-,BARRINHA DE ESMORIZ,-,-,03/04/2009,-,EEMA,ATIVA
11E.02,BARRINHA MIRA,VOUGA/RIBEIRAS COSTEIRAS,-,143281,387263,40.45221,-8.80175,ARH-CENTRO,COIMBRA,MIRA,PRAIA DE MIRA,,-,-,24/01/2011,-,-,ATIVA
14L.50,BARROCA DA VIRTUDE,TEJO,-,52039,25221.13,39.8938173,-7.524652015,ARH-TEJO,-,-,-,,-,-,22/02/2011,-,DQA_ECOL_OPER,ATIVA
06I.51,BARROCOS,DOURO,80,200945,470096,41.204874,-8.113266,UTAD,PORTO,MARCO DE CANAVESES,VÁRZEA DA OVELHA E ALIVIADA,RIO OVELHA,-,-,07/06/2010,-,DQA_ECOL_OPER,ATIVA
15N.02,BARROS,TEJO,-,-,-,39.761058,-7.202799,ARH-TEJO,CASTELO BRANCO,CASTELO BRANCO,MONFORTE DA BEIRA,,-,-,-,-,-,-
04E.07,BARROSELAS,NEIVA,39,153064,518894,41.639844,-8.680964,ARH-NORTE,BRAGA,BARCELOS,TREGOSA,RIO NEIVA,155.32,13.9,04/01/1993,-,CAPTAÇÃO-75-440 / PISC-SALM-78-659 / NITRATOS / DQA_QUIM_VIG,ATIVA
12O.51,BASÁGUEDA,TEJO,-,288641,357550,40.175134,-7.091921,ARH-TEJO,CASTELO BRANCO,PENAMACOR,PENAMACOR,RIO BESAGUEDA,-,-,10/09/2009,-,DQA_ECOL_VIG,ATIVA
16E.02,BATALHA,LIS/RIBEIRAS COSTEIRAS,72,140991,298799,39.6554,-8.82067,ARH-CENTRO,LEIRIA,BATALHA,BATALHA,RIO LENA,109.39,37.83,06/02/2001,-,CAPTAÇÃO / FLUXO / DQA_QUIM_VIG,ATIVA
06N.05,BEIRA GRANDE,DOURO,-,-,-,41.17423,-7.29307,ARH-NORTE,-,-,-,,-,-,-,-,-,-
